name,sphere_id,r_mm,r_m,rho_s,rho_f,s0,ds0,vt,dvt,eta,deta,Re,R2,n_points_terminal
esfera1_corrida_1,esfera1,3.0,0.003,7850.0,1247.0,-0.4402454503374053,0.0035760298440473907,0.19406439993908572,0.0026001080004264456,0.6673383677822952,0.009999588989022918,2.1757925371045355,0.9751430576351757,144
corrida1_esfera2,esfera2,4.0,0.004,7850.0,1247.0,-0.44053659045499255,0.003757907067835115,0.3177972428077444,0.004777454401477354,0.7244681826035111,0.01149065206396467,4.3761001109211355,0.9822417073303502,82
corrida1_esfera3,esfera3,5.0,0.005,7850.0,1247.0,-0.4672919881135617,0.0042886592064845745,0.4692307019810264,0.007784981968083292,0.7666604280464998,0.01309695100324095,7.632201480142789,0.9848194665684947,58
